qa_id,call_id,master_agent_id,review_date,qa_score,compliance_score,empathy_score,documentation_score,qa_pass_flag
Q00001228,C00059989,A056,2025-02-17,75.9,77.4,82.3,73.5,0
Q00001229,C00026230,A025,2025-02-22,94.7,93.9,92.1,100.0,1
Q00001230,C00006917,A007,2025-02-26,81.9,85.8,89.8,83.8,1
Q00001231,C00024408,A023,2025-03-06,92.9,89.0,86.7,100.0,1
Q00001232,C00047349,A044,2025-01-10,86.0,85.8,90.1,91.9,1
Q00001233,C00044435,A041,2025-01-26,90.0,90.7,88.4,90.0,1
Q00001234,C00075423,A070,2025-02-26,94.5,98.3,97.8,100.0,1
Q00001235,C00052842,A049,2025-03-10,89.4,83.2,82.7,80.3,1
Q00001236,C00008884,A009,2025-01-11,86.5,86.1,86.2,79.8,1
Q00001237,C00080143,A074,2025-02-09,100.0,94.8,100.0,99.4,1
Q00001238,C00022161,A021,2025-03-30,88.5,86.9,87.9,90.7,1
Q00001239,C00013822,A014,2025-01-11,95.3,97.7,98.1,94.9,1
Q00001240,C00014819,A015,2025-01-26,93.9,95.1,100.0,80.2,1
Q00001241,C00019859,A020,2025-01-08,83.1,77.9,79.2,76.0,1
Q00001242,C00062339,A058,2025-03-08,79.3,84.9,84.3,86.6,0
Q00001243,C00012264,A012,2025-02-02,91.0,93.7,91.4,82.1,1
Q00001244,C00041916,A038,2025-04-03,81.4,81.5,85.7,79.7,1
Q00001245,C00071390,A066,2025-03-26,77.2,81.4,77.6,79.9,0
Q00001246,C00064373,A060,2025-02-26,99.4,100.0,100.0,98.6,1
Q00001247,C00054234,A050,2025-03-10,87.9,98.5,89.2,93.8,1
Q00001248,C00007954,A008,2025-02-06,65.3,64.8,66.3,68.2,0
Q00001249,C00047857,A044,2025-02-22,86.7,81.5,82.9,87.7,1
Q00001250,C00068303,A064,2025-01-20,84.2,84.5,89.7,90.4,1
Q00001251,C00036617,A034,2025-02-22,90.9,93.2,88.3,91.8,1
Q00001252,C00067959,A063,2025-03-29,92.4,92.2,89.6,100.0,1
Q00001253,C00019065,A019,2025-01-25,91.3,97.9,89.8,100.0,1
Q00001254,C00014738,A015,2025-01-12,75.7,78.1,77.8,69.0,0
Q00001255,C00073750,A068,2025-04-01,92.3,89.8,95.4,92.9,1
Q00001256,C00006673,A007,2025-02-12,76.1,74.5,75.3,82.1,0
Q00001257,C00048033,A044,2025-03-17,91.3,85.1,95.4,99.1,1
Q00001258,C00016420,A016,2025-03-05,80.5,78.3,83.8,87.0,1
Q00001259,C00053899,A050,2025-02-21,69.4,66.9,65.8,67.3,0
Q00001260,C00062211,A058,2025-03-04,77.1,80.4,65.2,75.9,0
Q00001261,C00049297,A046,2025-01-18,76.7,74.8,73.1,89.0,0
Q00001262,C00018839,A019,2025-01-07,88.8,83.0,73.2,92.7,1
Q00001263,C00077380,A072,2025-01-19,84.1,87.2,85.4,97.0,1
Q00001264,C00079630,A073,2025-04-04,90.1,97.2,83.8,100.0,1
Q00001265,C00058567,A055,2025-01-13,94.2,98.8,100.0,85.1,1
Q00001266,C00062336,A058,2025-03-10,97.2,98.0,95.5,100.0,1
Q00001267,C00039056,A036,2025-02-28,85.4,86.3,86.3,84.6,1
Q00001268,C00041175,A038,2025-02-09,77.9,74.8,75.1,75.5,0
Q00001269,C00078240,A072,2025-03-19,93.7,91.5,92.6,92.2,1
Q00001270,C00072104,A067,2025-02-26,73.6,70.1,79.0,75.3,0
Q00001271,C00072429,A067,2025-03-29,89.3,95.6,89.8,77.2,1
Q00001272,C00045519,A042,2025-02-07,100.0,100.0,100.0,100.0,1
Q00001273,C00037374,A035,2025-01-29,83.5,81.4,88.9,92.9,1
Q00001274,C00060530,A057,2025-01-10,93.4,93.8,89.3,100.0,1
Q00001275,C00067091,A063,2025-01-27,82.6,81.6,87.5,90.7,1
Q00001276,C00055311,A051,2025-03-10,90.0,92.2,97.2,87.8,1
Q00001277,C00067572,A063,2025-02-25,86.9,85.8,89.4,94.9,1
Q00001278,C00017465,A017,2025-03-08,84.3,81.9,83.0,81.4,1
Q00001279,C00021838,A021,2025-03-09,83.1,91.0,78.6,74.5,1
Q00001280,C00063934,A060,2025-01-30,95.0,97.4,98.2,94.8,1
Q00001281,C00011942,A012,2025-01-08,93.5,96.6,100.0,93.4,1
Q00001282,C00019549,A019,2025-03-16,82.6,80.6,82.4,73.6,1
Q00001283,C00073779,A069,2025-01-06,91.2,96.6,92.6,88.2,1
Q00001284,C00043134,A039,2025-03-27,88.3,93.8,76.8,92.0,1
Q00001285,C00029051,A027,2025-03-15,92.1,92.7,100.0,85.5,1
Q00001286,C00005982,A006,2025-03-22,89.3,96.2,85.6,98.4,1
Q00001287,C00062830,A059,2025-01-13,91.0,94.9,89.1,94.5,1
Q00001288,C00075116,A070,2025-02-01,99.9,93.0,100.0,94.7,1
Q00001289,C00032433,A031,2025-01-05,87.6,92.7,86.6,97.4,1
Q00001290,C00009929,A010,2025-01-22,89.7,90.9,91.3,95.5,1
Q00001291,C00021745,A021,2025-03-01,90.3,86.8,87.1,83.8,1
Q00001292,C00016431,A016,2025-03-08,82.5,75.9,83.1,86.8,1
Q00001293,C00049126,A045,2025-04-01,82.5,86.4,93.7,82.1,1
Q00001294,C00044123,A040,2025-04-01,78.4,71.2,78.8,81.4,0
Q00001295,C00046387,A043,2025-01-23,93.2,98.3,100.0,90.7,1
Q00001296,C00062603,A058,2025-03-28,94.0,89.7,96.2,92.9,1
Q00001297,C00048421,A045,2025-01-23,75.3,79.1,71.7,69.8,0
Q00001298,C00006925,A007,2025-03-02,84.0,85.4,78.9,77.3,1
Q00001299,C00070173,A065,2025-03-18,87.7,82.7,76.8,94.7,1
Q00001300,C00010239,A010,2025-02-16,97.8,97.3,100.0,100.0,1
Q00001301,C00041198,A038,2025-02-09,85.7,80.0,87.4,89.7,1
Q00001302,C00070735,A066,2025-02-03,92.3,100.0,93.7,97.6,1
Q00001303,C00052158,A049,2025-01-22,84.3,86.2,84.3,82.5,1
Q00001304,C00000980,A001,2025-04-03,78.3,84.8,80.8,82.1,0
Q00001305,C00048078,A044,2025-03-24,91.8,88.0,91.1,95.8,1
Q00001306,C00011703,A011,2025-03-16,77.2,75.9,70.0,75.4,0
Q00001307,C00065978,A062,2025-01-17,84.9,88.1,79.2,93.4,1
Q00001308,C00021035,A021,2025-01-23,92.2,92.4,95.5,97.9,1
Q00001309,C00067930,A063,2025-03-23,74.0,74.0,76.2,81.6,0
Q00001310,C00032671,A031,2025-01-20,80.6,77.6,85.4,81.6,1
Q00001311,C00022584,A022,2025-02-02,100.0,100.0,100.0,100.0,1
Q00001312,C00030457,A028,2025-03-29,79.6,73.1,83.8,68.9,0
Q00001313,C00042271,A039,2025-02-01,92.8,89.1,100.0,96.5,1
Q00001314,C00015058,A015,2025-02-15,81.3,82.3,80.2,83.8,1
Q00001315,C00063019,A059,2025-02-08,75.3,77.3,91.0,75.3,0
Q00001316,C00030863,A029,2025-01-30,96.5,100.0,92.9,97.6,1
Q00001317,C00003621,A004,2025-02-07,78.2,79.3,75.3,72.9,0
Q00001318,C00074285,A069,2025-02-17,96.1,100.0,94.6,100.0,1
Q00001319,C00053709,A050,2025-02-08,83.9,75.7,84.3,81.1,1
Q00001320,C00044747,A041,2025-02-25,87.8,89.9,84.6,100.0,1
Q00001321,C00068737,A064,2025-02-14,92.8,88.5,99.1,99.2,1
Q00001322,C00081153,A075,2025-01-16,89.3,95.7,81.0,83.4,1
Q00001323,C00057117,A053,2025-02-18,82.5,83.7,75.1,81.4,1
Q00001324,C00032709,A031,2025-01-26,89.8,92.0,92.1,89.1,1
Q00001325,C00020229,A020,2025-02-08,87.3,87.2,99.6,88.5,1
Q00001326,C00022476,A022,2025-01-19,79.7,70.2,81.3,82.4,0
Q00001327,C00081638,A075,2025-02-14,90.3,82.9,91.9,87.4,1
Q00001328,C00012585,A012,2025-03-03,88.4,83.8,98.9,96.4,1
Q00001329,C00004941,A005,2025-03-14,92.8,96.5,83.6,96.8,1
Q00001330,C00069127,A064,2025-03-16,96.8,98.8,100.0,98.4,1
Q00001331,C00048562,A045,2025-02-10,93.9,96.0,96.4,94.7,1
Q00001332,C00058518,A054,2025-04-09,83.4,87.1,86.2,91.4,1
Q00001333,C00077839,A072,2025-02-19,80.5,77.9,81.4,71.4,1
Q00001334,C00003270,A004,2025-01-04,74.5,73.4,76.1,71.7,0
Q00001335,C00061809,A058,2025-02-05,77.3,76.5,87.4,71.9,0
Q00001336,C00020392,A020,2025-02-25,89.9,88.5,88.1,100.0,1
Q00001337,C00033645,A031,2025-03-28,71.6,72.8,58.9,75.3,0
Q00001338,C00046893,A043,2025-03-02,94.9,92.5,100.0,100.0,1
Q00001339,C00012848,A012,2025-04-01,90.4,95.7,94.9,96.5,1
Q00001340,C00054466,A050,2025-03-24,94.8,89.8,97.8,93.0,1
Q00001341,C00044601,A041,2025-02-15,87.2,86.8,88.3,77.4,1
Q00001342,C00041389,A038,2025-02-23,78.1,87.3,76.9,76.2,0
Q00001343,C00059653,A056,2025-01-22,94.7,99.1,86.9,93.3,1
Q00001344,C00028333,A027,2025-01-18,81.9,78.5,80.2,87.8,1
Q00001345,C00012581,A012,2025-03-06,97.1,100.0,100.0,100.0,1
Q00001346,C00015193,A015,2025-02-26,70.2,73.1,73.9,71.9,0
Q00001347,C00059809,A056,2025-02-03,93.4,93.9,95.0,94.8,1
Q00001348,C00075279,A070,2025-02-18,99.9,100.0,97.3,100.0,1
Q00001349,C00074921,A070,2025-01-18,84.9,91.1,87.8,80.1,1
Q00001350,C00066114,A062,2025-01-30,78.2,78.6,79.9,78.8,0
Q00001351,C00060326,A056,2025-03-23,77.9,77.6,75.5,70.0,0
Q00001352,C00004570,A005,2025-02-14,78.5,83.0,90.7,80.5,0
Q00001353,C00043471,A040,2025-01-25,77.7,85.0,78.8,69.9,0
Q00001354,C00022819,A022,2025-02-16,85.6,83.9,74.9,84.1,1
Q00001355,C00011142,A011,2025-01-23,95.5,95.7,100.0,90.3,1
Q00001356,C00079433,A073,2025-03-16,86.5,80.7,89.8,84.6,1
Q00001357,C00052651,A049,2025-02-24,100.0,99.0,96.2,100.0,1
Q00001358,C00024873,A024,2025-01-06,93.2,99.0,91.5,100.0,1
Q00001359,C00028552,A027,2025-02-11,82.2,78.6,74.6,79.6,1
Q00001360,C00074326,A069,2025-02-21,87.6,84.9,86.2,86.6,1
Q00001361,C00032219,A030,2025-03-13,87.5,83.0,75.1,100.0,1
Q00001362,C00008823,A009,2025-01-11,81.6,91.1,67.9,89.4,1
Q00001363,C00004017,A004,2025-03-22,82.1,80.8,81.1,71.3,1
Q00001364,C00063760,A060,2025-01-12,82.9,84.4,73.0,97.3,1
Q00001365,C00079136,A073,2025-02-26,98.2,100.0,100.0,100.0,1
Q00001366,C00065163,A061,2025-02-02,85.3,93.2,74.3,91.2,1
Q00001367,C00061760,A058,2025-02-03,87.9,94.5,80.5,90.3,1
Q00001368,C00003701,A004,2025-02-24,78.0,82.9,71.7,86.1,0
Q00001369,C00012470,A012,2025-02-23,82.6,76.0,75.7,82.2,1
Q00001370,C00045281,A042,2025-01-19,91.8,92.4,100.0,91.8,1
Q00001371,C00031376,A029,2025-03-25,89.4,92.2,91.9,91.2,1
Q00001372,C00082268,A075,2025-03-28,91.2,98.1,86.2,87.3,1
Q00001373,C00052039,A049,2025-01-09,83.0,78.9,86.2,88.5,1
Q00001374,C00055224,A051,2025-03-08,81.8,83.4,81.6,79.5,1
Q00001375,C00070048,A065,2025-03-14,89.1,96.4,85.7,87.7,1
Q00001376,C00045424,A042,2025-01-31,96.6,93.2,92.8,100.0,1
Q00001377,C00030431,A028,2025-03-20,88.5,84.4,89.2,76.7,1
Q00001378,C00022982,A022,2025-02-24,80.6,83.8,73.7,80.4,1
Q00001379,C00003588,A004,2025-02-04,91.3,91.8,88.1,98.2,1
Q00001380,C00051614,A048,2025-03-04,95.4,91.5,100.0,97.0,1
Q00001381,C00043038,A039,2025-03-17,80.3,80.0,84.2,88.6,1
Q00001382,C00010830,A010,2025-03-27,82.3,83.0,86.6,89.0,1
Q00001383,C00039598,A036,2025-03-31,90.2,88.6,89.4,97.9,1
Q00001384,C00077152,A071,2025-03-28,78.5,71.6,87.4,75.2,0
Q00001385,C00029445,A028,2025-01-05,80.0,76.2,81.5,71.4,1
Q00001386,C00049162,A045,2025-04-05,89.3,88.3,86.8,86.7,1
Q00001387,C00038667,A036,2025-01-28,90.5,92.3,82.4,81.9,1
Q00001388,C00073821,A069,2025-01-11,94.2,100.0,95.3,100.0,1
Q00001389,C00029722,A028,2025-01-25,84.4,85.5,73.5,99.1,1
Q00001390,C00016956,A017,2025-01-19,86.2,95.2,94.1,87.1,1
Q00001391,C00064591,A060,2025-03-12,88.7,96.9,98.5,88.5,1
Q00001392,C00021085,A021,2025-01-22,83.4,90.7,82.7,100.0,1
Q00001393,C00061877,A058,2025-02-07,70.9,61.5,67.9,64.7,0
Q00001394,C00016171,A016,2025-02-22,83.6,84.5,95.7,92.0,1
Q00001395,C00024164,A023,2025-02-16,83.2,79.1,83.3,100.0,1
Q00001396,C00079808,A074,2025-01-12,100.0,98.6,100.0,100.0,1
Q00001397,C00080974,A074,2025-03-30,86.3,76.9,86.8,90.7,1
Q00001398,C00069637,A065,2025-01-30,90.2,94.6,99.7,85.3,1
Q00001399,C00063047,A059,2025-02-06,86.1,82.6,88.2,84.9,1
Q00001400,C00065291,A061,2025-02-20,93.2,82.7,90.5,84.2,1
Q00001401,C00005767,A006,2025-03-03,99.6,100.0,92.2,93.8,1
Q00001402,C00035687,A033,2025-03-07,82.2,75.2,75.4,69.8,1
Q00001403,C00037144,A035,2025-01-05,87.3,78.8,95.2,95.6,1
Q00001404,C00030623,A029,2025-01-08,93.0,100.0,93.7,93.1,1
Q00001405,C00010418,A010,2025-02-26,81.9,86.7,84.1,82.4,1
Q00001406,C00067274,A063,2025-02-05,100.0,100.0,100.0,91.4,1
Q00001407,C00021581,A021,2025-02-21,88.7,86.9,84.1,95.1,1
Q00001408,C00016829,A017,2025-01-07,92.1,91.5,91.3,100.0,1
Q00001409,C00062375,A058,2025-03-16,90.3,89.7,87.7,86.4,1
Q00001410,C00043364,A040,2025-01-16,69.3,73.0,69.1,63.9,0
Q00001411,C00032460,A031,2025-01-11,86.3,86.9,89.3,83.6,1
Q00001412,C00077610,A072,2025-02-08,88.4,82.1,97.9,89.1,1
Q00001413,C00025235,A024,2025-02-10,86.2,89.0,76.7,90.6,1
Q00001414,C00074804,A070,2025-01-12,85.6,87.8,82.9,79.3,1
Q00001415,C00060141,A056,2025-03-03,86.3,84.8,93.9,69.7,1
Q00001416,C00046139,A043,2025-01-05,86.5,92.0,79.1,95.2,1
Q00001417,C00073037,A068,2025-02-18,91.0,96.1,88.5,91.5,1
Q00001418,C00048016,A044,2025-03-17,84.7,86.4,92.6,82.7,1
Q00001419,C00039629,A036,2025-04-04,83.2,82.6,88.5,97.0,1
Q00001420,C00070564,A066,2025-01-25,78.4,79.5,76.6,64.9,0
Q00001421,C00047052,A043,2025-03-14,97.7,100.0,96.9,99.2,1
Q00001422,C00072477,A068,2025-01-06,93.0,93.8,96.0,82.6,1
Q00001423,C00021660,A021,2025-03-04,100.0,100.0,100.0,100.0,1
Q00001424,C00072845,A068,2025-01-29,89.7,89.2,90.2,82.4,1
Q00001425,C00053212,A049,2025-04-02,95.4,95.3,100.0,94.6,1
Q00001426,C00035581,A033,2025-02-27,85.6,97.8,90.4,90.0,1
Q00001427,C00036851,A034,2025-03-19,70.0,72.7,72.5,93.0,0
Q00001428,C00060046,A056,2025-02-23,91.2,96.6,81.4,96.7,1
Q00001429,C00012945,A013,2025-01-11,82.6,81.5,85.0,71.3,1
Q00001430,C00055869,A052,2025-02-03,85.4,92.0,86.6,99.7,1
Q00001431,C00000582,A001,2025-03-05,78.0,73.1,70.6,84.3,0
Q00001432,C00002087,A003,2025-01-14,78.6,78.0,75.3,80.2,0
Q00001433,C00052081,A049,2025-01-17,82.9,87.4,88.1,71.7,1
Q00001434,C00074725,A069,2025-03-29,85.8,84.0,82.5,85.1,1
Q00001435,C00016530,A016,2025-03-14,87.0,84.5,96.3,87.4,1
Q00001436,C00027920,A026,2025-03-28,78.2,77.8,74.3,84.5,0
Q00001437,C00069380,A064,2025-04-04,83.8,84.0,80.3,79.7,1
Q00001438,C00023792,A023,2025-01-18,97.0,100.0,100.0,96.1,1
Q00001439,C00049538,A046,2025-02-09,89.5,94.1,95.9,90.3,1
Q00001440,C00057007,A053,2025-02-03,89.8,89.2,87.4,70.2,1
Q00001441,C00030659,A029,2025-01-14,78.0,75.6,80.2,70.8,0
Q00001442,C00063759,A060,2025-01-18,84.9,88.5,81.6,87.9,1
Q00001443,C00004249,A005,2025-01-13,84.6,84.1,83.9,75.6,1
Q00001444,C00059529,A055,2025-04-06,79.9,82.9,75.6,87.4,0
Q00001445,C00081979,A075,2025-03-09,95.4,100.0,90.8,97.0,1
Q00001446,C00044669,A041,2025-02-16,85.9,86.4,84.7,87.3,1
Q00001447,C00074792,A070,2025-01-04,81.1,80.6,89.1,84.6,1
Q00001448,C00021443,A021,2025-02-13,92.6,93.1,100.0,99.4,1
Q00001449,C00010086,A010,2025-01-31,87.9,86.1,89.3,88.9,1
Q00001450,C00080824,A074,2025-03-24,91.3,91.8,96.3,79.9,1
Q00001451,C00045329,A042,2025-01-25,94.0,93.6,91.7,96.4,1
Q00001452,C00023340,A022,2025-03-22,98.7,100.0,96.3,94.1,1
Q00001453,C00002531,A003,2025-02-17,83.4,81.3,79.5,83.2,1
Q00001454,C00053674,A050,2025-01-31,84.7,85.9,88.7,84.2,1
Q00001455,C00007218,A007,2025-03-19,86.4,82.4,92.5,77.8,1
Q00001456,C00002894,A003,2025-03-16,87.9,96.5,89.6,80.9,1
Q00001457,C00024626,A023,2025-03-21,81.7,83.5,78.0,94.0,1
Q00001458,C00075595,A070,2025-03-05,84.1,85.9,83.9,93.5,1
Q00001459,C00025161,A024,2025-02-02,88.4,88.8,78.7,92.4,1
Q00001460,C00045864,A042,2025-03-20,90.0,90.6,93.5,100.0,1
Q00001461,C00015356,A015,2025-03-19,87.6,84.1,87.2,81.0,1
Q00001462,C00074002,A069,2025-01-22,78.9,74.2,96.8,78.4,0
Q00001463,C00043537,A040,2025-01-27,89.3,95.1,98.8,74.5,1
Q00001464,C00004423,A005,2025-02-02,88.8,77.0,94.3,80.9,1
Q00001465,C00068102,A064,2025-01-10,79.9,79.5,77.7,88.2,0
Q00001466,C00022914,A022,2025-02-18,82.9,77.6,81.3,87.7,1
Q00001467,C00077575,A072,2025-02-06,95.7,96.0,99.9,88.3,1
Q00001468,C00075995,A071,2025-01-04,80.1,80.8,77.6,76.0,1
Q00001469,C00040257,A037,2025-03-10,88.0,85.3,88.8,87.8,1
Q00001470,C00023740,A023,2025-01-15,83.4,84.6,86.3,80.5,1
Q00001471,C00002902,A003,2025-03-12,85.1,88.8,86.5,77.2,1
Q00001472,C00057112,A053,2025-02-11,73.0,70.6,70.6,69.2,0
Q00001473,C00074827,A070,2025-01-12,82.6,81.8,78.2,90.3,1
Q00001474,C00075359,A070,2025-02-16,88.7,83.2,75.3,83.9,1
Q00001475,C00018631,A018,2025-03-25,93.8,100.0,95.1,83.0,1
Q00001476,C00079968,A074,2025-01-22,87.9,93.3,86.0,87.9,1
Q00001477,C00022253,A022,2025-01-05,88.3,90.2,88.1,93.5,1
Q00001478,C00037446,A035,2025-01-25,100.0,98.6,99.3,100.0,1
Q00001479,C00063013,A059,2025-01-31,76.0,67.5,69.6,75.1,0
Q00001480,C00013711,A013,2025-03-30,84.5,82.9,89.3,74.7,1
Q00001481,C00032301,A030,2025-03-25,85.7,79.6,89.6,88.8,1
Q00001482,C00054104,A050,2025-03-06,87.5,100.0,91.9,100.0,1
Q00001483,C00008953,A009,2025-01-23,70.8,64.9,68.1,67.1,0
Q00001484,C00037409,A035,2025-01-28,86.2,86.4,87.0,90.4,1
Q00001485,C00074203,A069,2025-02-08,94.3,93.6,99.9,90.6,1
Q00001486,C00038518,A036,2025-01-12,89.7,88.0,95.8,90.7,1
Q00001487,C00074905,A070,2025-01-20,81.6,80.4,86.7,69.8,1
Q00001488,C00025753,A024,2025-04-09,85.5,87.9,88.3,80.1,1
Q00001489,C00066551,A062,2025-03-11,77.1,81.8,84.9,82.1,0
Q00001490,C00005056,A005,2025-03-22,85.9,80.1,93.9,76.7,1
Q00001491,C00051322,A048,2025-01-31,78.8,71.0,84.5,79.3,0
Q00001492,C00037398,A035,2025-01-30,81.8,80.6,89.1,82.2,1
Q00001493,C00069054,A064,2025-03-08,81.5,83.3,87.3,95.1,1
Q00001494,C00003118,A003,2025-03-26,89.2,100.0,86.2,92.4,1
Q00001495,C00080031,A074,2025-02-02,79.6,72.3,90.1,81.8,0
Q00001496,C00061980,A058,2025-02-22,79.2,79.4,74.6,74.1,0
Q00001497,C00036801,A034,2025-03-12,81.3,78.3,81.9,76.4,1
Q00001498,C00035966,A034,2025-01-08,91.9,97.6,96.4,91.6,1
Q00001499,C00007863,A008,2025-02-02,85.1,87.7,79.6,84.1,1
Q00001500,C00061467,A058,2025-01-09,89.5,96.8,98.1,89.6,1
Q00001501,C00012457,A012,2025-02-27,78.5,94.3,74.3,83.7,0
Q00001502,C00062160,A058,2025-03-06,76.3,75.3,64.6,85.6,0
Q00001503,C00078991,A073,2025-02-11,96.1,92.6,99.6,95.1,1
Q00001504,C00017321,A017,2025-02-24,83.9,80.7,79.2,89.0,1
Q00001505,C00034204,A032,2025-02-02,83.0,90.6,91.1,75.7,1
Q00001506,C00013405,A013,2025-03-02,88.9,86.7,85.3,92.0,1
Q00001507,C00033816,A032,2025-01-09,96.4,98.0,100.0,84.8,1
Q00001508,C00045893,A042,2025-03-18,100.0,100.0,100.0,100.0,1
Q00001509,C00057359,A053,2025-03-15,74.9,65.9,72.8,68.6,0
Q00001510,C00057759,A054,2025-01-20,94.0,92.4,100.0,98.3,1
Q00001511,C00063623,A060,2025-01-07,88.6,91.3,86.1,96.5,1
Q00001512,C00014967,A015,2025-01-31,96.5,97.2,96.9,97.5,1
Q00001513,C00060322,A056,2025-03-19,87.9,89.5,85.6,85.8,1
Q00001514,C00067251,A063,2025-02-06,90.5,96.8,90.2,86.2,1
Q00001515,C00049687,A046,2025-03-03,68.9,73.5,72.5,70.2,0
Q00001516,C00066546,A062,2025-03-11,90.6,91.1,91.5,91.0,1
Q00001517,C00052470,A049,2025-02-07,88.3,91.6,87.7,91.1,1
Q00001518,C00010090,A010,2025-02-01,85.5,83.3,91.9,86.8,1
Q00001519,C00074332,A069,2025-02-21,83.3,81.3,74.1,91.9,1
Q00001520,C00072613,A068,2025-01-13,86.2,83.5,91.6,94.0,1
Q00001521,C00002122,A003,2025-01-19,90.2,89.2,83.8,87.1,1
Q00001522,C00050081,A046,2025-04-06,95.5,87.7,96.4,94.6,1
Q00001523,C00076508,A071,2025-02-12,83.4,85.0,80.3,69.9,1
Q00001524,C00023769,A023,2025-01-17,85.1,89.6,91.8,93.0,1
Q00001525,C00044702,A041,2025-02-24,89.6,84.3,85.8,91.4,1
Q00001526,C00072218,A067,2025-03-15,92.9,94.2,96.1,86.4,1
Q00001527,C00004636,A005,2025-02-19,80.8,78.2,88.2,85.2,1
Q00001528,C00050993,A047,2025-03-26,83.9,88.3,83.5,85.0,1
Q00001529,C00003768,A004,2025-03-01,90.7,93.2,98.7,86.1,1
Q00001530,C00051477,A048,2025-02-18,76.1,69.2,77.9,69.6,0
Q00001531,C00051687,A048,2025-03-11,78.3,80.1,63.3,70.9,0
Q00001532,C00014370,A014,2025-03-11,84.9,83.4,71.9,82.7,1
Q00001533,C00015613,A016,2025-01-15,99.1,100.0,99.6,98.8,1
Q00001534,C00071077,A066,2025-02-27,87.9,84.8,91.2,86.8,1
Q00001535,C00040556,A037,2025-04-04,82.7,78.4,84.5,84.2,1
Q00001536,C00076391,A071,2025-01-31,86.9,91.0,87.2,77.7,1
Q00001537,C00065466,A061,2025-03-06,80.9,92.6,73.5,72.9,1
Q00001538,C00011127,A011,2025-01-23,85.7,80.0,89.2,95.8,1
Q00001539,C00070380,A066,2025-01-09,88.8,87.1,91.6,89.2,1
Q00001540,C00057831,A054,2025-01-26,74.3,79.5,76.3,79.5,0
Q00001541,C00046986,A043,2025-03-13,91.6,84.0,98.2,89.3,1
Q00001542,C00069984,A065,2025-03-08,83.6,65.8,85.5,75.9,0
Q00001543,C00081947,A075,2025-03-05,81.9,80.5,87.7,86.5,1
Q00001544,C00064739,A060,2025-03-24,88.2,84.6,87.1,92.0,1
Q00001545,C00061694,A058,2025-01-25,87.6,91.6,80.8,95.9,1
Q00001546,C00017606,A017,2025-03-23,74.0,69.6,71.4,80.1,0
Q00001547,C00000702,A001,2025-03-08,79.8,75.2,93.7,97.7,0
Q00001548,C00018388,A018,2025-03-05,90.5,91.7,85.6,100.0,1
Q00001549,C00071779,A067,2025-01-28,81.4,75.0,83.8,89.9,0
Q00001550,C00024824,A023,2025-04-03,90.2,89.8,91.3,87.1,1
Q00001551,C00038858,A036,2025-02-08,73.2,71.5,60.8,70.3,0
Q00001552,C00018784,A018,2025-04-09,87.9,89.3,86.1,86.0,1
Q00001553,C00073733,A068,2025-04-04,100.0,96.9,98.2,83.4,1
Q00001554,C00018332,A018,2025-02-21,75.9,74.5,74.7,80.8,0
Q00001555,C00031014,A029,2025-02-22,77.7,76.7,71.5,80.1,0
Q00001556,C00032886,A031,2025-02-08,91.5,88.9,91.0,82.6,1
Q00001557,C00060128,A056,2025-03-01,92.2,90.4,83.1,83.2,1
Q00001558,C00006701,A007,2025-02-11,90.1,95.1,89.2,88.4,1
Q00001559,C00064599,A060,2025-03-08,91.8,81.7,81.5,84.9,1
Q00001560,C00053260,A049,2025-04-06,76.7,78.2,74.3,77.0,0
Q00001561,C00057523,A053,2025-03-30,83.3,87.8,86.3,95.1,1
Q00001562,C00043196,A039,2025-03-30,93.6,96.7,90.9,90.2,1
Q00001563,C00003936,A004,2025-03-13,96.8,97.6,100.0,91.8,1
Q00001564,C00042519,A039,2025-02-14,88.0,90.4,85.3,92.9,1
Q00001565,C00049864,A046,2025-03-20,92.4,100.0,84.8,87.1,1
Q00001566,C00008070,A008,2025-02-08,85.2,81.2,79.7,85.5,1
Q00001567,C00078309,A072,2025-03-19,86.9,93.9,90.9,87.1,1
Q00001568,C00079476,A073,2025-03-18,86.5,88.6,83.7,86.2,1
Q00001569,C00067210,A063,2025-02-01,91.6,87.7,95.9,80.6,1
Q00001570,C00046701,A043,2025-02-16,95.1,100.0,98.2,85.9,1
Q00001571,C00011519,A011,2025-02-27,96.9,94.3,97.7,100.0,1
Q00001572,C00057557,A053,2025-03-28,95.6,96.4,92.4,73.3,1
Q00001573,C00007267,A007,2025-03-20,78.1,70.3,83.8,71.2,0
Q00001574,C00003343,A004,2025-01-14,88.6,90.9,88.2,100.0,1
Q00001575,C00073008,A068,2025-02-12,88.8,95.7,86.7,72.9,1
Q00001576,C00002450,A003,2025-02-09,85.7,82.7,81.9,71.8,1
Q00001577,C00035827,A033,2025-03-25,87.0,82.8,85.6,86.6,1
Q00001578,C00023973,A023,2025-02-05,80.6,77.3,84.0,88.7,1
Q00001579,C00007614,A008,2025-01-16,86.8,86.6,86.3,79.8,1
Q00001580,C00005848,A006,2025-03-12,86.3,87.9,88.9,86.1,1
Q00001581,C00030924,A029,2025-02-14,91.7,100.0,90.0,86.5,1
Q00001582,C00058061,A054,2025-02-14,81.1,70.7,84.7,74.8,0
Q00001583,C00036226,A034,2025-01-23,89.6,85.3,91.7,80.1,1
Q00001584,C00014965,A015,2025-02-06,88.0,88.5,84.9,72.4,1
