activity_id,master_agent_id,activity_date,activity_start,activity_end,activity_type,activity_category,queue,case_type,productive_flag,approved_flag,source_system,duration_minutes
ACT00012747,A007,2025-03-14,2025-03-14 07:20:00,2025-03-14 07:37:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,17.0
ACT00012748,A007,2025-03-14,2025-03-14 07:37:00,2025-03-14 07:50:00,Offline Work,System Issue,,,0,1,IT Incident Log,13.0
ACT00012749,A007,2025-03-14,2025-03-14 07:51:00,2025-03-14 08:08:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,17.0
ACT00012750,A007,2025-03-14,2025-03-14 08:08:00,2025-03-14 08:52:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,44.0
ACT00012751,A007,2025-03-14,2025-03-14 08:54:00,2025-03-14 09:10:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,16.0
ACT00012752,A007,2025-03-14,2025-03-14 09:11:00,2025-03-14 09:25:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,14.0
ACT00012753,A007,2025-03-14,2025-03-14 09:25:00,2025-03-14 09:44:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,19.0
ACT00012754,A007,2025-03-14,2025-03-14 09:44:00,2025-03-14 09:54:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,10.0
ACT00012755,A007,2025-03-14,2025-03-14 09:54:00,2025-03-14 10:04:00,Offline Work,Break,,,0,1,Queue Manager,10.0
ACT00012756,A007,2025-03-14,2025-03-14 10:05:00,2025-03-14 10:11:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,6.0
ACT00012757,A007,2025-03-14,2025-03-14 10:14:00,2025-03-14 10:33:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,19.0
ACT00012758,A007,2025-03-14,2025-03-14 10:33:00,2025-03-14 11:00:00,Offline Work,Admin,,,1,1,SharePoint Tracker,27.0
ACT00012759,A007,2025-03-14,2025-03-14 11:00:00,2025-03-14 11:30:00,Offline Work,Lunch,,,0,1,Queue Manager,30.0
ACT00012760,A007,2025-03-14,2025-03-14 11:30:00,2025-03-14 11:57:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,27.0
ACT00012761,A007,2025-03-14,2025-03-14 11:57:00,2025-03-14 12:11:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,14.0
ACT00012762,A007,2025-03-14,2025-03-14 12:11:00,2025-03-14 12:28:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,17.0
ACT00012763,A007,2025-03-14,2025-03-14 12:28:00,2025-03-14 12:51:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,23.0
ACT00012764,A007,2025-03-14,2025-03-14 12:51:00,2025-03-14 13:25:00,Offline Work,Unplanned Offline,,,0,0,Queue Manager,34.0
ACT00012765,A007,2025-03-14,2025-03-14 13:25:00,2025-03-14 13:39:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,14.0
ACT00012766,A007,2025-03-14,2025-03-14 13:39:00,2025-03-14 14:00:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,21.0
ACT00012767,A007,2025-03-14,2025-03-14 14:00:00,2025-03-14 14:15:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,15.0
ACT00012768,A007,2025-03-14,2025-03-14 14:15:00,2025-03-14 14:30:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,15.0
ACT00012769,A007,2025-03-14,2025-03-14 14:32:00,2025-03-14 14:43:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,11.0
ACT00012770,A007,2025-03-14,2025-03-14 14:43:00,2025-03-14 14:55:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,12.0
ACT00012771,A007,2025-03-14,2025-03-14 14:55:00,2025-03-14 15:06:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,11.0
ACT00012772,A007,2025-03-14,2025-03-14 15:06:00,2025-03-14 15:11:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,5.0
ACT00012773,A007,2025-03-14,2025-03-14 15:11:00,2025-03-14 15:20:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,9.0
ACT00012774,A007,2025-03-14,2025-03-14 15:20:00,2025-03-14 15:36:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,16.0
ACT00012775,A007,2025-03-14,2025-03-14 15:36:00,2025-03-14 16:00:00,Offline Work,Admin,,,1,1,SharePoint Tracker,24.0
ACT00012776,A007,2025-03-17,2025-03-17 07:00:00,2025-03-17 07:15:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,15.0
ACT00012777,A007,2025-03-17,2025-03-17 07:15:00,2025-03-17 07:22:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,7.0
ACT00012778,A007,2025-03-17,2025-03-17 07:22:00,2025-03-17 07:38:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,16.0
ACT00012779,A007,2025-03-17,2025-03-17 07:38:00,2025-03-17 07:52:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,14.0
ACT00012780,A007,2025-03-17,2025-03-17 07:52:00,2025-03-17 08:05:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,13.0
ACT00012781,A007,2025-03-17,2025-03-17 08:05:00,2025-03-17 08:14:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,9.0
ACT00012782,A007,2025-03-17,2025-03-17 08:14:00,2025-03-17 08:33:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,19.0
ACT00012783,A007,2025-03-17,2025-03-17 08:34:00,2025-03-17 08:50:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,16.0
ACT00012784,A007,2025-03-17,2025-03-17 08:50:00,2025-03-17 09:08:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,18.0
ACT00012785,A007,2025-03-17,2025-03-17 09:08:00,2025-03-17 09:23:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,15.0
ACT00012786,A007,2025-03-17,2025-03-17 09:23:00,2025-03-17 09:31:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,8.0
ACT00012787,A007,2025-03-17,2025-03-17 09:31:00,2025-03-17 09:47:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,16.0
ACT00012788,A007,2025-03-17,2025-03-17 09:47:00,2025-03-17 10:03:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,16.0
ACT00012789,A007,2025-03-17,2025-03-17 10:03:00,2025-03-17 10:44:00,Offline Work,System Issue,,,0,1,IT Incident Log,41.0
ACT00012790,A007,2025-03-17,2025-03-17 10:44:00,2025-03-17 10:51:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,7.0
ACT00012791,A007,2025-03-17,2025-03-17 10:51:00,2025-03-17 11:00:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,9.0
ACT00012792,A007,2025-03-17,2025-03-17 11:00:00,2025-03-17 11:30:00,Offline Work,Lunch,,,0,1,Queue Manager,30.0
ACT00012793,A007,2025-03-17,2025-03-17 11:30:00,2025-03-17 11:34:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,4.0
ACT00012794,A007,2025-03-17,2025-03-17 11:34:00,2025-03-17 11:49:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,15.0
ACT00012795,A007,2025-03-17,2025-03-17 11:49:00,2025-03-17 12:04:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,15.0
ACT00012796,A007,2025-03-17,2025-03-17 12:04:00,2025-03-17 12:21:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,17.0
ACT00012797,A007,2025-03-17,2025-03-17 12:21:00,2025-03-17 12:57:00,Offline Work,Admin,,,1,1,SharePoint Tracker,36.0
ACT00012798,A007,2025-03-17,2025-03-17 12:57:00,2025-03-17 13:09:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,12.0
ACT00012799,A007,2025-03-17,2025-03-17 13:09:00,2025-03-17 13:25:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,16.0
ACT00012800,A007,2025-03-17,2025-03-17 13:25:00,2025-03-17 13:40:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,15.0
ACT00012801,A007,2025-03-17,2025-03-17 13:40:00,2025-03-17 14:28:00,Offline Work,System Issue,,,0,1,IT Incident Log,48.0
ACT00012802,A007,2025-03-17,2025-03-17 14:28:00,2025-03-17 14:52:00,Offline Work,Admin,,,1,1,SharePoint Tracker,24.0
ACT00012803,A007,2025-03-17,2025-03-17 14:52:00,2025-03-17 15:05:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,13.0
ACT00012804,A007,2025-03-17,2025-03-17 15:05:00,2025-03-17 15:17:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,12.0
ACT00012805,A007,2025-03-17,2025-03-17 15:17:00,2025-03-17 15:28:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,11.0
ACT00012806,A007,2025-03-17,2025-03-17 15:28:00,2025-03-17 15:40:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,12.0
ACT00012807,A007,2025-03-17,2025-03-17 15:42:00,2025-03-17 15:55:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,13.0
ACT00012808,A007,2025-03-17,2025-03-17 15:55:00,2025-03-17 16:00:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,5.0
ACT00012809,A007,2025-03-18,2025-03-18 07:05:00,2025-03-18 07:21:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,16.0
ACT00012810,A007,2025-03-18,2025-03-18 07:21:00,2025-03-18 07:34:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,13.0
ACT00012811,A007,2025-03-18,2025-03-18 07:34:00,2025-03-18 07:48:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,14.0
ACT00012812,A007,2025-03-18,2025-03-18 07:48:00,2025-03-18 08:00:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,12.0
ACT00012813,A007,2025-03-18,2025-03-18 08:00:00,2025-03-18 08:12:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,12.0
ACT00012814,A007,2025-03-18,2025-03-18 08:15:00,2025-03-18 08:23:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,8.0
ACT00012815,A007,2025-03-18,2025-03-18 08:23:00,2025-03-18 08:29:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,6.0
ACT00012816,A007,2025-03-18,2025-03-18 08:30:00,2025-03-18 08:41:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,11.0
ACT00012817,A007,2025-03-18,2025-03-18 08:41:00,2025-03-18 08:58:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,17.0
ACT00012818,A007,2025-03-18,2025-03-18 08:58:00,2025-03-18 09:18:00,Offline Work,Email Support,,,1,1,Queue Manager,20.0
ACT00012819,A007,2025-03-18,2025-03-18 09:18:00,2025-03-18 09:29:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,11.0
ACT00012820,A007,2025-03-18,2025-03-18 09:30:00,2025-03-18 09:47:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,17.0
ACT00012821,A007,2025-03-18,2025-03-18 09:47:00,2025-03-18 09:54:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,7.0
ACT00012822,A007,2025-03-18,2025-03-18 09:54:00,2025-03-18 10:14:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,20.0
ACT00012823,A007,2025-03-18,2025-03-18 10:15:00,2025-03-18 10:33:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,18.0
ACT00012824,A007,2025-03-18,2025-03-18 10:33:00,2025-03-18 10:45:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,12.0
ACT00012825,A007,2025-03-18,2025-03-18 10:45:00,2025-03-18 10:54:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,9.0
ACT00012826,A007,2025-03-18,2025-03-18 10:56:00,2025-03-18 11:00:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,4.0
ACT00012827,A007,2025-03-18,2025-03-18 11:00:00,2025-03-18 11:30:00,Offline Work,Lunch,,,0,1,Queue Manager,30.0
ACT00012828,A007,2025-03-18,2025-03-18 11:30:00,2025-03-18 11:40:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,10.0
ACT00012829,A007,2025-03-18,2025-03-18 11:40:00,2025-03-18 11:54:00,Offline Work,Admin,,,1,1,SharePoint Tracker,14.0
ACT00012830,A007,2025-03-18,2025-03-18 11:54:00,2025-03-18 12:09:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,15.0
ACT00012831,A007,2025-03-18,2025-03-18 12:09:00,2025-03-18 12:23:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,14.0
ACT00012832,A007,2025-03-18,2025-03-18 12:26:00,2025-03-18 12:39:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,13.0
ACT00012833,A007,2025-03-18,2025-03-18 12:39:00,2025-03-18 13:24:00,Offline Work,Unplanned Offline,,,0,0,Queue Manager,45.0
ACT00012834,A007,2025-03-18,2025-03-18 13:24:00,2025-03-18 13:44:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,20.0
ACT00012835,A007,2025-03-18,2025-03-18 13:44:00,2025-03-18 13:55:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,11.0
ACT00012836,A007,2025-03-18,2025-03-18 13:55:00,2025-03-18 14:03:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,8.0
ACT00012837,A007,2025-03-18,2025-03-18 14:06:00,2025-03-18 14:24:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,18.0
ACT00012838,A007,2025-03-18,2025-03-18 14:24:00,2025-03-18 14:36:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,12.0
ACT00012839,A007,2025-03-18,2025-03-18 14:36:00,2025-03-18 15:05:00,Offline Work,Email Support,,,1,1,Queue Manager,29.0
ACT00012840,A007,2025-03-18,2025-03-18 15:05:00,2025-03-18 15:18:00,Offline Work,Unplanned Offline,,,0,0,Queue Manager,13.0
ACT00012841,A007,2025-03-18,2025-03-18 15:18:00,2025-03-18 15:33:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,15.0
ACT00012842,A007,2025-03-18,2025-03-18 15:33:00,2025-03-18 15:45:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,12.0
ACT00012843,A007,2025-03-18,2025-03-18 15:45:00,2025-03-18 16:00:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,15.0
ACT00012844,A007,2025-03-19,2025-03-19 07:30:00,2025-03-19 07:38:00,Offline Work,Admin,,,1,1,SharePoint Tracker,8.0
ACT00012845,A007,2025-03-19,2025-03-19 07:38:00,2025-03-19 07:53:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,15.0
ACT00012846,A007,2025-03-19,2025-03-19 07:53:00,2025-03-19 08:02:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,9.0
ACT00012847,A007,2025-03-19,2025-03-19 08:02:00,2025-03-19 08:16:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,14.0
ACT00012848,A007,2025-03-19,2025-03-19 08:16:00,2025-03-19 08:24:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,8.0
ACT00012849,A007,2025-03-19,2025-03-19 08:24:00,2025-03-19 09:33:00,Offline Work,System Issue,,,0,1,IT Incident Log,69.0
ACT00012850,A007,2025-03-19,2025-03-19 09:35:00,2025-03-19 09:52:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,17.0
ACT00012851,A007,2025-03-19,2025-03-19 09:52:00,2025-03-19 10:02:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,10.0
ACT00012852,A007,2025-03-19,2025-03-19 10:02:00,2025-03-19 10:17:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,15.0
ACT00012853,A007,2025-03-19,2025-03-19 10:18:00,2025-03-19 10:37:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,19.0
ACT00012854,A007,2025-03-19,2025-03-19 10:37:00,2025-03-19 11:00:00,Offline Work,System Issue,,,0,1,IT Incident Log,23.0
ACT00012855,A007,2025-03-19,2025-03-19 11:00:00,2025-03-19 11:30:00,Offline Work,Lunch,,,0,1,Queue Manager,30.0
ACT00012856,A007,2025-03-19,2025-03-19 11:30:00,2025-03-19 11:39:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,9.0
ACT00012857,A007,2025-03-19,2025-03-19 11:39:00,2025-03-19 11:54:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,15.0
ACT00012858,A007,2025-03-19,2025-03-19 11:54:00,2025-03-19 12:15:00,Offline Work,System Issue,,,0,1,IT Incident Log,21.0
ACT00012859,A007,2025-03-19,2025-03-19 12:18:00,2025-03-19 12:40:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,22.0
ACT00012860,A007,2025-03-19,2025-03-19 12:40:00,2025-03-19 13:01:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,21.0
ACT00012861,A007,2025-03-19,2025-03-19 13:01:00,2025-03-19 13:09:00,Case Work,Case Processing,,Documentation,1,1,Salesforce,8.0
ACT00012862,A007,2025-03-19,2025-03-19 13:09:00,2025-03-19 13:28:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,19.0
ACT00012863,A007,2025-03-19,2025-03-19 13:29:00,2025-03-19 13:48:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,19.0
ACT00012864,A007,2025-03-19,2025-03-19 13:50:00,2025-03-19 13:59:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,9.0
ACT00012865,A007,2025-03-19,2025-03-19 13:59:00,2025-03-19 14:13:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,14.0
ACT00012866,A007,2025-03-19,2025-03-19 14:13:00,2025-03-19 14:25:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,12.0
ACT00012867,A007,2025-03-19,2025-03-19 14:25:00,2025-03-19 14:43:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,18.0
ACT00012868,A007,2025-03-19,2025-03-19 14:43:00,2025-03-19 14:57:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,14.0
ACT00012869,A007,2025-03-19,2025-03-19 14:57:00,2025-03-19 15:11:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,14.0
ACT00012870,A007,2025-03-19,2025-03-19 15:11:00,2025-03-19 15:31:00,Offline Work,Unplanned Offline,,,0,0,Queue Manager,20.0
ACT00012871,A007,2025-03-19,2025-03-19 15:31:00,2025-03-19 15:45:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,14.0
ACT00012872,A007,2025-03-19,2025-03-19 15:48:00,2025-03-19 16:00:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,12.0
ACT00012873,A007,2025-03-20,2025-03-20 07:00:00,2025-03-20 07:12:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,12.0
ACT00012874,A007,2025-03-20,2025-03-20 07:12:00,2025-03-20 07:19:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,7.0
ACT00012875,A007,2025-03-20,2025-03-20 07:19:00,2025-03-20 07:29:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,10.0
ACT00012876,A007,2025-03-20,2025-03-20 07:29:00,2025-03-20 07:41:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,12.0
ACT00012877,A007,2025-03-20,2025-03-20 07:41:00,2025-03-20 07:56:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,15.0
ACT00012878,A007,2025-03-20,2025-03-20 07:56:00,2025-03-20 08:12:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,16.0
ACT00012879,A007,2025-03-20,2025-03-20 08:12:00,2025-03-20 08:35:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,23.0
ACT00012880,A007,2025-03-20,2025-03-20 08:35:00,2025-03-20 08:39:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,4.0
ACT00012881,A007,2025-03-20,2025-03-20 08:39:00,2025-03-20 08:52:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,13.0
ACT00012882,A007,2025-03-20,2025-03-20 08:54:00,2025-03-20 09:10:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,16.0
ACT00012883,A007,2025-03-20,2025-03-20 09:10:00,2025-03-20 09:28:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,18.0
ACT00012884,A007,2025-03-20,2025-03-20 09:28:00,2025-03-20 09:44:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,16.0
ACT00012885,A007,2025-03-20,2025-03-20 09:44:00,2025-03-20 10:16:00,Case Work,Case Processing,,Prior Authorization,1,1,Salesforce,32.0
ACT00012886,A007,2025-03-20,2025-03-20 10:16:00,2025-03-20 10:27:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,11.0
ACT00012887,A007,2025-03-20,2025-03-20 10:27:00,2025-03-20 10:37:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,10.0
ACT00012888,A007,2025-03-20,2025-03-20 10:37:00,2025-03-20 10:43:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,6.0
ACT00012889,A007,2025-03-20,2025-03-20 10:43:00,2025-03-20 11:00:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,17.0
ACT00012890,A007,2025-03-20,2025-03-20 11:00:00,2025-03-20 11:30:00,Offline Work,Lunch,,,0,1,Queue Manager,30.0
ACT00012891,A007,2025-03-20,2025-03-20 11:30:00,2025-03-20 12:18:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,48.0
ACT00012892,A007,2025-03-20,2025-03-20 12:18:00,2025-03-20 12:29:00,Offline Work,Break,,,0,1,Queue Manager,11.0
ACT00012893,A007,2025-03-20,2025-03-20 12:32:00,2025-03-20 12:48:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,16.0
ACT00012894,A007,2025-03-20,2025-03-20 12:48:00,2025-03-20 13:04:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,16.0
ACT00012895,A007,2025-03-20,2025-03-20 13:06:00,2025-03-20 13:15:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,9.0
ACT00012896,A007,2025-03-20,2025-03-20 13:16:00,2025-03-20 13:23:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,7.0
ACT00012897,A007,2025-03-20,2025-03-20 13:25:00,2025-03-20 13:43:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,18.0
ACT00012898,A007,2025-03-20,2025-03-20 13:43:00,2025-03-20 13:58:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,15.0
ACT00012899,A007,2025-03-20,2025-03-20 13:58:00,2025-03-20 14:27:00,Offline Work,Admin,,,1,1,SharePoint Tracker,29.0
ACT00012900,A007,2025-03-20,2025-03-20 14:27:00,2025-03-20 14:41:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,14.0
ACT00012901,A007,2025-03-20,2025-03-20 14:42:00,2025-03-20 15:06:00,Case Work,Case Processing,,Documentation,1,1,Salesforce,24.0
ACT00012902,A007,2025-03-20,2025-03-20 15:06:00,2025-03-20 15:10:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,4.0
ACT00012903,A007,2025-03-20,2025-03-20 15:10:00,2025-03-20 15:25:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,15.0
ACT00012904,A007,2025-03-20,2025-03-20 15:25:00,2025-03-20 15:35:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,10.0
ACT00012905,A007,2025-03-20,2025-03-20 15:35:00,2025-03-20 16:00:00,Offline Work,Training,,,1,1,SharePoint Tracker,25.0
ACT00012906,A007,2025-03-21,2025-03-21 07:00:00,2025-03-21 07:14:00,Offline Work,Admin,,,1,1,SharePoint Tracker,14.0
ACT00012907,A007,2025-03-21,2025-03-21 07:14:00,2025-03-21 07:34:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,20.0
ACT00012908,A007,2025-03-21,2025-03-21 07:37:00,2025-03-21 07:52:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,15.0
ACT00012909,A007,2025-03-21,2025-03-21 07:52:00,2025-03-21 08:06:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,14.0
ACT00012910,A007,2025-03-21,2025-03-21 08:06:00,2025-03-21 08:26:00,Case Work,Case Processing,,Prior Authorization,1,1,Salesforce,20.0
ACT00012911,A007,2025-03-21,2025-03-21 08:26:00,2025-03-21 08:42:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,16.0
ACT00012912,A007,2025-03-21,2025-03-21 08:42:00,2025-03-21 08:53:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,11.0
ACT00012913,A007,2025-03-21,2025-03-21 08:53:00,2025-03-21 08:57:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,4.0
ACT00012914,A007,2025-03-21,2025-03-21 08:57:00,2025-03-21 09:13:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,16.0
